"url","product","price","rating","reviews","vProductName....vivinoProductName.1.","vUrl....vivinoURL"
"/en/wine/clau-de-nell-grolleau-2014/p/BP_460569","Clau De Nell Grolleau 2014",320,3.5,108,"ClaudeNellGrolleau2014","https://www.vivino.com/search/wines?q=Clau+De+Nell+Grolleau+2014"
"/en/wine/clau-de-nell-grolleau-2013/p/BP_444391","Clau De Nell Grolleau 2013",320,3.7,62,"ClaudeNellGrolleau2013","https://www.vivino.com/search/wines?q=Clau+De+Nell+Grolleau+2013"
"/en/wine/murmure-de-larcis-ducasse-2014/p/BP_486353","Murmure de Larcis Ducasse 2014",320,3.9,65,"Château LarcisDucasseMurmuredeLarcisDucasse Saint-Émilion Grand Cru 2014","https://www.vivino.com/search/wines?q=Murmure+de+Larcis+Ducasse+2014"
"/en/wine/chateau-grand-corbin-manuel-st-emilion-2015/p/BP_480342","Chateau Grand Corbin Manuel St Emilion 2015",320,3.9,400,"ChâteauGrandCorbinManuel Saint-ÉmilionGrand Cru 2015","https://www.vivino.com/search/wines?q=Chateau+Grand+Corbin+Manuel+St+Emilion+2015"
"/en/wine/vincent-sophie-morey-santenay-les-hates-2016-375cl/p/BP_188389","Vincent & Sophie Morey Santenay Les Hates 2016 - 37.5cl",320,3.3,2153,"Union Saint Vincent Bordeaux Rouge","https://www.vivino.com/search/wines?q=Vincent+&+Sophie+Morey+Santenay+Les+Hates+2016+-+37.5cl"
"/en/wine/clau-de-nell-grolleau-2015/p/BP_486370","Clau De Nell Grolleau 2015",320,3.8,76,"ClaudeNellGrolleau2015","https://www.vivino.com/search/wines?q=Clau+De+Nell+Grolleau+2015"
"/en/wine/clos-du-mont-olivet-chateauneuf-du-pape-2015/p/BP_332430","Clos du Mont-Olivet Chateauneuf du Pape 2015",320,3.9,375,"ClosduMont-OlivetChâteauneuf-du-Pape2015","https://www.vivino.com/search/wines?q=Clos+du+Mont-Olivet+Chateauneuf+du+Pape+2015"
"/en/wine/clau-de-nell-grolleau-2016/p/BP_304083","Clau De Nell Grolleau 2016",320,3.7,24,"ClaudeNellGrolleau2016","https://www.vivino.com/search/wines?q=Clau+De+Nell+Grolleau+2016"
"/en/wine/geantet-pansiot-bourgogne-pinot-fin-2015/p/BP_390695","Geantet Pansiot Bourgogne Pinot Fin 2015",325,3.8,162,"Geantet-PansiotPinotFinBourgogne2015","https://www.vivino.com/search/wines?q=Geantet+Pansiot+Bourgogne+Pinot+Fin+2015"
"/en/wine/chivite-coleccion-125-reserva-2012/p/BP_488478","Chivite Coleccion 125 Reserva 2012",328,NA,705,"ChiviteColección125 Navarra  Gran Reserva2012","https://www.vivino.com/search/wines?q=Chivite+Coleccion+125+Reserva+2012"
"/en/wine/st-huberts-cabernet-merlot-2014/p/BP_469713","St Huberts Cabernet Merlot 2014",328,3.8,53,"St. HubertsCabernet - Merlot2014","https://www.vivino.com/search/wines?q=St+Huberts+Cabernet+Merlot+2014"
"/en/wine/caiarossa-aria-di-caiarossa-2014/p/BP_332186","Caiarossa Aria di Caiarossa 2014",328,4,55,"CaiarossaAriadiCaiarossa2014","https://www.vivino.com/search/wines?q=Caiarossa+Aria+di+Caiarossa+2014"
"/en/wine/hirsch-vineyards-san-andreas-fault-pinot-noir-2017-375cl/p/BP_373112","Hirsch Vineyards San Andreas Fault Pinot Noir 2017 - 37.5cl",328,4.2,3561,"HirschVineyardsSanAndreasFaultPinotNoir","https://www.vivino.com/search/wines?q=Hirsch+Vineyards+San+Andreas+Fault+Pinot+Noir+2017+-+37.5cl"
"/en/wine/caiarossa-aria-di-caiarossa-2015/p/BP_390584","Caiarossa Aria di Caiarossa 2015",328,4,43,"CaiarossaAriadiCaiarossa2015","https://www.vivino.com/search/wines?q=Caiarossa+Aria+di+Caiarossa+2015"
"/en/wine/quinta-do-vallado-douro-field-blend-red-reserva-2017/p/BP_342972","Quinta do Vallado Douro Field Blend Red Reserva 2017",328,4.2,314,"QuintadoValladoReserva (FieldBlend) 2017","https://www.vivino.com/search/wines?q=Quinta+do+Vallado+Douro+Field+Blend+Red+Reserva+2017"
"/en/wine/la-tour-carnet-haut-medoc-4eme-cru-2015/p/BP_460248","La Tour Carnet Haut Medoc 4eme Cru 2015 ",335,4,12615,"Château LaTourCarnetHaut-Médoc (Grand Cru Classé)","https://www.vivino.com/search/wines?q=La+Tour+Carnet+Haut+Medoc+4eme+Cru+2015+"
"/en/wine/vincent-sophie-morey-santenay-1er-cru-beaurepaire-2016/p/BP_188159","Vincent & Sophie Morey Santenay 1er Cru Beaurepaire 2016",335,3.3,2153,"Union Saint Vincent Bordeaux Rouge","https://www.vivino.com/search/wines?q=Vincent+&+Sophie+Morey+Santenay+1er+Cru+Beaurepaire+2016"
"/en/wine/le-boscq-st-estephe-2016/p/BP_481795","Le Boscq St Estephe 2016",335,3.8,111,"Château LeBoscq Saint-Estèphe2016","https://www.vivino.com/search/wines?q=Le+Boscq+St+Estephe+2016"
"/en/wine/craggy-range-te-kahu-2013/p/BP_452457","Craggy Range Te Kahu 2013",338,3.8,736,"CraggyRange Gimblett Gravels Vineyard TeKahu2013","https://www.vivino.com/search/wines?q=Craggy+Range+Te+Kahu+2013"
"/en/wine/kalleske-moppa-shiraz-2015/p/BP_476714","Kalleske Moppa Shiraz 2015",338,3.9,141,"KalleskeMoppaShiraz2015","https://www.vivino.com/search/wines?q=Kalleske+Moppa+Shiraz+2015"
